tile,NDVI_count,NDVI_mean,NDVI_stdev,NDVI_min,NDVI_max
tile_282000_1550000.las,100.000000000000000,0.534684863984585,0.061976284272542,0.388073593378067,0.648994445800781
tile_282000_1550100.las,100.000000000000000,0.466857912242413,0.026691024166086,0.413506150245667,0.552843272686005
tile_282000_1550200.las,100.000000000000000,0.456243121922016,0.040780829307529,0.345850080251694,0.520911991596222
tile_282000_1550300.las,100.000000000000000,0.452473650276661,0.056578728061552,0.290198385715485,0.558175683021545
tile_282000_1550400.las,100.000000000000000,0.418829245269299,0.064218803635205,0.287315666675568,0.578456699848175
tile_282000_1550500.las,100.000000000000000,0.523232005834580,0.047737870659510,0.419069945812225,0.612616837024689
tile_282000_1550600.las,100.000000000000000,0.540904796719551,0.053858319068257,0.388783216476440,0.617564141750336
tile_282000_1550700.las,100.000000000000000,0.518678672611713,0.043567490126703,0.414966225624084,0.601259529590607
tile_282000_1550800.las,100.000000000000000,0.534966140985489,0.061248301704869,0.373915731906891,0.637703001499176
tile_282000_1550900.las,100.000000000000000,0.631373350024223,0.086677066871979,0.375653415918350,0.752945065498352
tile_282000_1551000.las,100.000000000000000,0.693576208353043,0.030177026951034,0.603269398212433,0.757172405719757
tile_282000_1551100.las,100.000000000000000,0.665024202466011,0.033452226967752,0.550523042678833,0.714734077453613
tile_282000_1551200.las,100.000000000000000,0.664956598877907,0.040312043470140,0.520438313484192,0.715075492858887
tile_282000_1551300.las,100.000000000000000,0.640308871269226,0.048746340407046,0.446505248546600,0.714347422122955
tile_282000_1551400.las,100.000000000000000,0.627403793036938,0.060571263924739,0.489685535430908,0.744943439960480
tile_282000_1551500.las,100.000000000000000,0.612140486240387,0.093531683933804,0.400524199008942,0.745291948318481
tile_282000_1551600.las,100.000000000000000,0.522450365424156,0.108360839510376,0.351734876632690,0.749821007251740
tile_282000_1551700.las,100.000000000000000,0.613209208846092,0.107401860598222,0.369503259658813,0.775822043418884
tile_282000_1551800.las,100.000000000000000,0.685503464341164,0.028295523347580,0.625002741813660,0.758995890617371
